"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","nwspol","polintr","trstprl","trstplc","lrscale","imbgeco","imueclt","imwbcnt","gndr","agea","eduyrs","inwds","ainws","ainwe","binwe","inwtm","prob","stratum","psu"
"ESS11e04_1",11,"4.1","12.01.2026",50396,"DE",0.9958686,0.23839964,2.9929698,0.7135229,913,1,7,8,2,9,7,7,1,28,16,2023-06-16 15:13:38,2023-06-16 15:13:40,2023-06-16 15:15:01,2023-06-16 15:25:05,48,0.00012835317,288,5503
"ESS11e04_1",11,"4.1","12.01.2026",50420,"DE",0.99586856,4.342649,2.9929698,12.997417,60,3,3,3,5,7,7,6,1,75,11,2023-12-15 15:46:47,2023-12-15 15:46:48,2023-12-15 15:49:21,2023-12-15 16:03:14,61,0.00012835317,289,5509
"ESS11e04_1",11,"4.1","12.01.2026",50431,"DE",0.9958686,3.0600314,2.9929698,9.158582,60,3,2,7,5,4,5,4,2,66,13,2023-06-22 08:52:34,2023-06-22 08:52:35,2023-06-22 08:54:25,2023-06-22 09:04:08,52,0.00012835317,289,5500
"ESS11e04_1",11,"4.1","12.01.2026",50444,"DE",0.9958686,1.0346941,2.9929698,3.096808,15,3,1,6,5,4,2,3,2,58,12,2023-11-14 14:01:46,2023-11-14 14:01:49,2023-11-14 14:04:31,2023-11-14 14:19:37,76,0.00012835317,293,5534
"ESS11e04_1",11,"4.1","12.01.2026",50491,"DE",0.99586856,2.3774114,2.9929698,7.1155205,180,3,6,2,5,7,6,5,2,22,16,2023-07-21 17:33:19,2023-07-21 17:33:20,2023-07-21 17:35:41,2023-07-21 17:43:16,,0.00012835317,291,5536
"ESS11e04_1",11,"4.1","12.01.2026",50495,"DE",0.9958686,0.30392653,2.9929698,0.9096429,10,2,8,9,5,5,7,5,1,21,15,2023-11-03 18:25:45,2023-11-03 18:25:46,2023-11-03 18:29:13,2023-11-03 18:39:22,52,0.00012835317,270,5467
"ESS11e04_1",11,"4.1","12.01.2026",50543,"DE",0.9958686,0.20382348,2.9929698,0.6100375,10,2,6,10,0,7,8,6,2,48,15,2023-06-29 10:25:39,2023-06-29 10:25:57,2023-06-29 10:29:49,2023-06-29 10:43:12,73,0.00012835317,281,5444
"ESS11e04_1",11,"4.1","12.01.2026",50544,"DE",0.9958687,4.011296,2.9929698,12.005687,30,3,5,7,5,5,5,5,2,79,11,2023-08-01 15:10:35,2023-08-01 15:10:37,2023-08-01 15:12:51,2023-08-01 15:26:12,170,0.00012835316,281,5546
"ESS11e04_1",11,"4.1","12.01.2026",50552,"DE",0.99586856,0.18998666,2.9929698,0.5686243,60,1,3,9,7,5,5,5,1,61,18,2023-07-12 10:03:01,2023-07-12 10:03:03,2023-07-12 10:06:20,2023-07-12 10:20:03,66,0.00012835317,291,5478
"ESS11e04_1",11,"4.1","12.01.2026",50553,"DE",0.99586856,0.33043048,2.9929698,0.98896843,120,1,5,9,6,7,5,4,1,60,16,2023-11-30 15:43:55,2023-11-30 15:43:56,2023-11-30 16:02:38,2023-11-30 16:27:12,122,0.00012835317,288,5457
"ESS11e04_1",11,"4.1","12.01.2026",50562,"DE",1.0159696,1.0555799,2.9929698,3.1593187,750,2,10,10,5,8,9,6,2,75,12,2023-07-04 12:34:26,2023-07-04 12:34:28,2023-07-04 12:35:55,2023-07-04 12:45:10,43,0.00012581369,282,5598
"ESS11e04_1",11,"4.1","12.01.2026",50585,"DE",0.9958686,4.342649,2.9929698,12.997417,30,2,8,9,4,6,7,5,2,37,17,2023-09-14 09:56:56,2023-09-14 09:56:57,2023-09-14 09:58:36,2023-09-14 10:06:33,43,0.00012835317,270,5511
"ESS11e04_1",11,"4.1","12.01.2026",50587,"DE",0.9958686,0.13076591,2.9929698,0.39137843,90,1,3,4,3,7,7,5,1,87,18,2023-06-07 10:06:10,2023-06-07 10:06:11,2023-06-07 10:10:30,2023-06-07 10:26:01,95,0.00012835317,291,5584
"ESS11e04_1",11,"4.1","12.01.2026",50627,"DE",0.9958686,2.2269514,2.9929698,6.665198,0,3,7,10,5,8,8,7,2,17,10,2023-09-29 18:53:17,2023-09-29 18:53:18,2023-09-29 18:55:24,2023-09-29 19:05:54,59,0.00012835317,293,5550
"ESS11e04_1",11,"4.1","12.01.2026",50639,"DE",0.9958686,0.6197299,2.9929698,1.8548328,30,3,1,8,6,6,5,5,1,24,12,2023-09-04 18:03:31,2023-09-04 18:03:32,2023-09-04 18:06:11,2023-09-04 18:18:41,83,0.00012835317,281,5498
"ESS11e04_1",11,"4.1","12.01.2026",50641,"DE",0.9958686,0.8206315,2.9929698,2.4561253,550,2,7,7,5,7,7,6,2,38,13,2023-07-06 09:10:59,2023-07-06 09:11:01,2023-07-06 09:12:18,2023-07-06 09:31:21,73,0.00012835317,281,5543
"ESS11e04_1",11,"4.1","12.01.2026",50643,"DE",0.9958686,0.29818803,2.9929698,0.89246774,3,4,5,10,4,2,3,5,2,59,16,2023-09-07 18:03:16,2023-09-07 18:03:17,2023-09-07 18:06:53,2023-09-07 18:25:37,72,0.00012835317,270,5462
"ESS11e04_1",11,"4.1","12.01.2026",50649,"DE",0.9958686,4.342649,2.9929698,12.997417,60,3,4,6,4,5,5,5,1,20,15,2023-07-05 18:23:03,2023-07-05 18:23:06,2023-07-05 18:24:33,2023-07-05 18:32:41,90,0.00012835317,281,5513
"ESS11e04_1",11,"4.1","12.01.2026",50690,"DE",0.9958686,3.1918347,2.9929698,9.553064,0,4,88,7,4,5,4,5,2,18,13,2023-12-01 14:47:53,2023-12-01 14:47:55,2023-12-01 14:50:28,2023-12-01 15:00:39,48,0.00012835317,293,5596
"ESS11e04_1",11,"4.1","12.01.2026",50723,"DE",0.9958686,0.7281602,2.9929698,2.1793613,0,4,3,4,5,8,5,5,2,33,18,2023-06-02 14:51:08,2023-06-02 14:51:13,2023-06-02 14:53:23,2023-06-02 15:02:45,57,0.00012835317,281,5532
"ESS11e04_1",11,"4.1","12.01.2026",50745,"DE",0.9958686,4.342649,2.9929698,12.997417,10,3,3,7,5,7,7,7,2,26,88,2023-07-17 10:35:30,2023-07-17 10:35:31,2023-07-17 10:38:53,2023-07-17 10:46:16,36,0.00012835317,291,5510
"ESS11e04_1",11,"4.1","12.01.2026",50762,"DE",0.9958686,4.011296,2.9929698,12.005687,695,3,0,10,5,5,5,3,1,41,13,2023-11-28 11:35:07,2023-11-28 11:35:09,2023-11-28 11:36:53,2023-11-28 11:46:08,59,0.00012835317,281,5573
"ESS11e04_1",11,"4.1","12.01.2026",50813,"DE",0.99586856,0.9278058,2.9929698,2.7768946,30,3,4,10,6,3,5,5,2,39,17,2023-07-31 15:25:48,2023-07-31 15:25:49,2023-07-31 15:29:04,2023-07-31 15:52:41,83,0.00012835317,293,5575
"ESS11e04_1",11,"4.1","12.01.2026",50833,"DE",0.9958686,0.80285877,2.9929698,2.402932,60,2,5,8,2,4,5,6,2,60,13,2023-10-16 11:56:20,2023-10-16 11:56:22,2023-10-16 11:58:37,2023-10-16 12:07:26,51,0.00012835317,291,5594
"ESS11e04_1",11,"4.1","12.01.2026",50839,"DE",0.9958686,1.07508,2.9929698,3.2176821,30,3,4,3,5,5,4,4,2,22,13,2023-11-14 16:03:55,2023-11-14 16:03:58,2023-11-14 16:08:16,2023-11-14 16:29:25,108,0.00012835317,293,5534
"ESS11e04_1",11,"4.1","12.01.2026",50856,"DE",0.9958687,0.6592424,2.9929698,1.9730926,20,4,5,8,5,0,3,2,1,90,9,2023-08-23 17:04:24,2023-08-23 17:04:26,2023-08-23 17:09:47,2023-08-23 17:39:21,110,0.00012835316,289,5523
"ESS11e04_1",11,"4.1","12.01.2026",50857,"DE",0.9958686,2.2269514,2.9929698,6.665198,0,3,3,7,88,6,7,5,2,16,10,2023-10-13 15:29:27,2023-10-13 15:29:29,2023-10-13 15:31:51,2023-10-13 15:46:27,52,0.00012835317,289,5549
"ESS11e04_1",11,"4.1","12.01.2026",50861,"DE",1.0195088,0.17173508,2.9929698,0.5139979,120,2,9,10,5,8,8,5,1,43,17,2023-06-23 13:07:28,2023-06-23 13:07:29,2023-06-23 13:09:40,2023-06-23 13:24:26,63,0.00012537694,273,5899
"ESS11e04_1",11,"4.1","12.01.2026",50882,"DE",1.0267323,0.26030093,2.9929698,0.7790728,780,1,2,8,7,5,8,2,2,53,18,2023-06-13 12:58:32,2023-06-13 12:58:37,2023-06-13 13:00:32,2023-06-13 13:11:10,51,0.00012449485,279,5903
"ESS11e04_1",11,"4.1","12.01.2026",50900,"DE",0.9958686,0.1779264,2.9929698,0.53252834,300,1,10,8,4,10,9,9,1,24,15,2023-08-15 12:09:40,2023-08-15 12:09:42,2023-08-15 12:11:45,2023-08-15 12:20:39,52,0.00012835317,288,5487
"ESS11e04_1",11,"4.1","12.01.2026",50925,"DE",0.9958686,0.57832,2.9929698,1.7308943,1025,2,8,7,6,7,9,6,1,30,18,2023-10-06 17:03:44,2023-10-06 17:03:47,2023-10-06 17:06:59,2023-10-06 17:25:44,69,0.00012835317,289,5561
"ESS11e04_1",11,"4.1","12.01.2026",50949,"DE",0.9958686,0.21178956,2.9929698,0.6338798,940,2,5,8,3,8,8,8,2,73,12,2023-06-21 15:40:30,2023-06-21 15:40:31,2023-06-21 15:42:52,2023-06-21 15:55:24,63,0.00012835317,281,5443
"ESS11e04_1",11,"4.1","12.01.2026",50973,"DE",0.9958686,1.146574,2.9929698,3.4316614,120,1,7,9,8,9,9,5,1,82,11,2023-10-25 09:58:42,2023-10-25 09:58:51,2023-10-25 10:02:21,2023-10-25 10:14:11,68,0.00012835317,291,5526
"ESS11e04_1",11,"4.1","12.01.2026",50974,"DE",0.9958686,1.8135083,2.9929698,5.4277754,908,2,5,8,8,9,10,10,1,16,6,2023-06-15 15:07:15,2023-06-15 15:07:17,2023-06-15 15:11:47,2023-06-15 15:44:48,125,0.00012835317,288,5432
"ESS11e04_1",11,"4.1","12.01.2026",50982,"DE",0.9958686,0.21178956,2.9929698,0.6338798,1059,2,4,8,4,5,8,8,2,63,13,2023-07-20 17:39:19,2023-07-20 17:39:22,2023-07-20 17:43:45,2023-07-20 18:05:49,92,0.00012835317,292,5456
"ESS11e04_1",11,"4.1","12.01.2026",50998,"DE",0.9958686,0.23618698,2.9929698,0.7069005,45,2,7,6,5,7,5,5,1,40,20,2023-08-05 08:31:43,2023-08-05 08:31:44,2023-08-05 08:33:15,2023-08-05 08:41:24,42,0.00012835317,292,5490
"ESS11e04_1",11,"4.1","12.01.2026",50999,"DE",0.9958686,0.7281602,2.9929698,2.1793613,0,4,8,7,5,6,3,5,2,29,16,2023-06-13 14:13:05,2023-06-13 14:13:09,2023-06-13 14:16:46,2023-06-13 14:31:15,65,0.00012835317,288,5529
"ESS11e04_1",11,"4.1","12.01.2026",51003,"DE",1.0276766,0.16775727,2.9929698,0.5020924,120,1,3,4,2,5,9,5,1,48,17,2023-10-04 13:04:35,2023-10-04 13:04:42,2023-10-04 13:07:30,2023-10-04 13:36:19,86,0.00012438047,286,5884
"ESS11e04_1",11,"4.1","12.01.2026",51010,"DE",0.9958686,0.8206315,2.9929698,2.4561253,15,3,8,7,4,7,7,5,2,40,19,2023-06-23 15:11:49,2023-06-23 15:11:51,2023-06-23 15:14:03,2023-06-23 15:27:37,60,0.00012835317,292,5542
"ESS11e04_1",11,"4.1","12.01.2026",51022,"DE",0.9958686,0.20984815,2.9929698,0.62806916,60,2,8,9,4,9,9,8,2,28,18,2023-06-30 16:30:29,2023-06-30 16:30:41,2023-06-30 16:35:06,2023-06-30 16:48:53,69,0.00012835317,288,5480
"ESS11e04_1",11,"4.1","12.01.2026",51031,"DE",0.9958686,0.2591892,2.9929698,0.7757454,60,2,10,10,6,10,10,9,1,68,15,2023-09-27 09:53:44,2023-09-27 09:53:53,2023-09-27 09:55:19,2023-09-27 10:04:23,49,0.00012835317,289,5500
"ESS11e04_1",11,"4.1","12.01.2026",51049,"DE",0.9958687,0.39558077,2.9929698,1.1839613,60,2,7,8,3,8,8,8,2,55,19,2023-07-28 11:31:12,2023-07-28 11:31:13,2023-07-28 11:34:14,2023-07-28 11:53:41,91,0.00012835316,270,5436
"ESS11e04_1",11,"4.1","12.01.2026",51060,"DE",1.0267323,0.81455606,2.9929698,2.4379416,5,4,5,7,88,5,7,6,1,16,10,2023-07-10 16:30:35,2023-07-10 16:30:36,2023-07-10 16:32:17,2023-07-10 16:40:02,36,0.00012449485,279,5629
"ESS11e04_1",11,"4.1","12.01.2026",51118,"DE",0.9958686,0.2591892,2.9929698,0.7757454,15,2,5,8,4,8,8,7,1,89,11,2023-08-22 17:02:54,2023-08-22 17:02:54,2023-08-22 17:06:16,2023-08-22 17:30:36,85,0.00012835317,281,5498
"ESS11e04_1",11,"4.1","12.01.2026",51165,"DE",0.9958686,0.98262167,2.9929698,2.9409568,30,3,6,6,3,7,7,6,1,23,17,2023-06-23 13:57:13,2023-06-23 13:57:15,2023-06-23 14:00:38,2023-06-23 14:15:26,78,0.00012835317,270,5571
"ESS11e04_1",11,"4.1","12.01.2026",51168,"DE",1.0216119,0.9108283,2.9929698,2.7260816,600,1,9,8,3,7,7,7,1,64,20,2023-07-19 10:02:07,2023-07-19 10:02:09,2023-07-19 10:03:41,2023-07-19 10:14:07,55,0.00012511884,285,5692
"ESS11e04_1",11,"4.1","12.01.2026",51172,"DE",0.9958686,0.57832,2.9929698,1.7308943,851,2,9,9,5,7,8,8,1,33,20,2023-07-11 14:11:52,2023-07-11 14:11:55,2023-07-11 14:13:16,2023-07-11 14:21:53,46,0.00012835317,270,5557
"ESS11e04_1",11,"4.1","12.01.2026",51175,"DE",0.9958686,1.0740093,2.9929698,3.2144773,240,1,4,7,7,6,5,5,1,55,13,2023-06-01 16:20:59,2023-06-01 16:21:01,2023-06-01 16:23:21,2023-06-01 16:34:33,59,0.00012835317,292,5542
"ESS11e04_1",11,"4.1","12.01.2026",51176,"DE",0.9958686,0.61751944,2.9929698,1.848217,715,2,3,7,5,7,6,7,1,56,18,2023-06-16 11:55:43,2023-06-16 11:55:44,2023-06-16 11:57:54,2023-06-16 12:16:01,75,0.00012835317,281,5558
"ESS11e04_1",11,"4.1","12.01.2026",51177,"DE",0.99586856,0.17932247,2.9929698,0.53670675,90,1,8,10,3,8,9,9,2,50,13,2023-10-06 17:24:46,2023-10-06 17:24:49,2023-10-06 17:26:43,2023-10-06 17:36:26,54,0.00012835317,281,5447
"ESS11e04_1",11,"4.1","12.01.2026",51188,"DE",0.9958686,1.0070395,2.9929698,3.0140388,0,3,3,7,5,77,2,2,2,29,12,2023-06-16 12:54:14,2023-06-16 12:54:16,2023-06-16 12:55:55,2023-06-16 13:05:25,57,0.00012835317,292,5551
"ESS11e04_1",11,"4.1","12.01.2026",51196,"DE",0.9958687,0.6197299,2.9929698,1.8548328,600,4,7,10,88,10,10,10,1,25,12,2023-06-29 10:01:08,2023-06-29 10:01:12,2023-06-29 10:05:00,2023-06-29 10:21:52,84,0.00012835316,293,5496
"ESS11e04_1",11,"4.1","12.01.2026",51204,"DE",0.9958686,0.61751944,2.9929698,1.848217,30,1,3,6,5,5,7,5,1,65,18,2023-09-22 15:57:24,2023-09-22 15:57:26,2023-09-22 16:00:55,2023-09-22 16:28:34,81,0.00012835317,289,5555
"ESS11e04_1",11,"4.1","12.01.2026",51226,"DE",0.99586856,0.29818803,2.9929698,0.89246774,60,2,3,8,3,10,7,7,2,58,12,2023-06-02 11:45:00,2023-06-02 11:45:01,2023-06-02 11:48:59,2023-06-02 12:03:12,62,0.00012835317,291,5478
"ESS11e04_1",11,"4.1","12.01.2026",51227,"DE",0.9958686,1.07508,2.9929698,3.2176821,60,2,6,10,5,88,7,7,2,20,15,2023-08-08 16:28:27,2023-08-08 16:28:29,2023-08-08 16:30:46,2023-08-08 16:40:54,45,0.00012835317,281,5528
"ESS11e04_1",11,"4.1","12.01.2026",51247,"DE",0.99586856,3.680639,2.9929698,11.016042,120,1,5,10,5,8,6,9,1,15,12,2023-07-07 13:41:43,2023-07-07 13:41:47,2023-07-07 13:45:01,2023-07-07 13:57:47,61,0.00012835317,288,5592
"ESS11e04_1",11,"4.1","12.01.2026",51273,"DE",0.9958686,0.12240401,2.9929698,0.3663515,60,2,7,8,3,5,7,5,2,55,16,2023-09-05 15:04:46,2023-09-05 15:04:49,2023-09-05 15:07:07,2023-09-05 15:31:24,75,0.00012835317,289,5448
"ESS11e04_1",11,"4.1","12.01.2026",51276,"DE",0.99586856,0.9957759,2.9929698,2.9803271,30,2,6,9,1,10,7,8,2,38,13,2023-11-24 14:03:56,2023-11-24 14:03:57,2023-11-24 14:05:53,2023-11-24 14:13:22,34,0.00012835317,294,5521
"ESS11e04_1",11,"4.1","12.01.2026",51277,"DE",0.9958686,0.18998666,2.9929698,0.5686243,30,1,6,9,6,7,6,4,1,64,17,2023-07-06 17:05:14,2023-07-06 17:05:25,2023-07-06 17:07:06,2023-07-06 17:14:39,39,0.00012835317,293,5469
"ESS11e04_1",11,"4.1","12.01.2026",51282,"DE",0.99586856,0.8195542,2.9929698,2.452901,15,2,0,6,4,8,6,3,1,35,22,2023-06-14 17:16:45,2023-06-14 17:16:47,2023-06-14 17:19:14,2023-06-14 17:29:47,65,0.00012835317,290,5535
"ESS11e04_1",11,"4.1","12.01.2026",51299,"DE",0.9958686,0.33043048,2.9929698,0.98896843,12,2,4,4,5,8,6,8,1,58,15,2023-06-12 15:03:01,2023-06-12 15:03:05,2023-06-12 15:05:18,2023-06-12 15:15:05,56,0.00012835317,288,5487
"ESS11e04_1",11,"4.1","12.01.2026",51311,"DE",1.0175319,0.5908998,2.9929698,1.7685453,484,2,3,6,6,4,3,5,1,31,77,2023-06-19 08:04:06,2023-06-19 08:04:08,2023-06-19 08:06:03,2023-06-19 08:17:28,59,0.00012562053,284,5879
"ESS11e04_1",11,"4.1","12.01.2026",51356,"DE",0.9958686,2.741497,2.9929698,8.205217,60,2,7,9,5,8,7,8,1,16,9,2023-06-21 18:06:51,2023-06-21 18:07:58,2023-06-21 18:10:12,2023-06-21 18:20:29,47,0.00012835317,270,5531
"ESS11e04_1",11,"4.1","12.01.2026",51371,"DE",0.9958686,0.76768684,2.9929698,2.2976635,1078,1,6,7,4,8,7,7,1,50,23,2023-08-31 17:58:51,2023-08-31 17:58:52,2023-08-31 18:00:17,2023-08-31 18:14:22,55,0.00012835317,292,5564
"ESS11e04_1",11,"4.1","12.01.2026",51386,"DE",0.9958686,0.43609115,2.9929698,1.3052076,30,1,5,8,5,8,9,2,1,84,14,2023-10-25 14:10:39,2023-10-25 14:11:06,2023-10-25 14:14:22,2023-10-25 14:29:20,63,0.00012835317,289,5437
"ESS11e04_1",11,"4.1","12.01.2026",51389,"DE",0.9958686,0.13493912,2.9929698,0.4038687,120,2,5,6,7,7,7,7,1,75,15,2023-07-03 15:12:58,2023-07-03 15:13:00,2023-07-03 15:16:10,2023-07-03 15:38:29,118,0.00012835317,291,5454
